tall oil,oil,lipid,macromolecule,molecule
oleo oil,animal oil,animal material,material,substance
oleoresin capiscum,oleoresin,natural resin,resin,organic compound
oxidase,enzyme,catalyst,activator,substance
oxidoreductase,enzyme,catalyst,activator,substance
palmitic acid,saturated fatty acid,fatty acid,carboxylic acid,acid
papain,enzyme,catalyst,activator,substance
paraquat,herbicide,chemical,material,substance
ola,writing paper,paper,material,substance
pay dirt,ore,mineral,material,substance
pediculicide,pesticide,chemical,material,substance
penicillinase,enzyme,catalyst,activator,substance
pepsin,enzyme,catalyst,activator,substance
pepsinogen,enzyme,catalyst,activator,substance
Permalloy,nickel-base alloy,alloy,mixture,substance
phosphatase,enzyme,catalyst,activator,substance
pig iron,iron,metallic element,chemical element,substance
plasmin,enzyme,catalyst,activator,substance
polymerase,enzyme,catalyst,activator,substance
argent,tincture,coloring material,material,substance
alizarin,pigment,coloring material,material,substance
bluing,dye,coloring material,material,substance
cochineal,dye,coloring material,material,substance
cyanine dye,dye,coloring material,material,substance
direct dye,dye,coloring material,material,substance
fluorochrome,dye,coloring material,material,substance
hair dye,dye,coloring material,material,substance
Kendal green,dye,coloring material,material,substance
lac dye,dye,coloring material,material,substance
orchil,dye,coloring material,material,substance
pine tar,wood tar,natural resin,resin,organic compound
pisang wax,wax,lipid,macromolecule,molecule
polyunsaturated fat,fat,lipid,macromolecule,molecule
porpoise oil,animal oil,animal material,material,substance
dolphin oil,animal oil,animal material,material,substance
protease,enzyme,catalyst,activator,substance
ptomaine,amine,methane series,aliphatic compound,organic compound
pyrope,garnet,mineral,material,substance
quenched steel,steel,alloy,mixture,substance
quercitron,dye,coloring material,material,substance
radiopaque dye,dye,coloring material,material,substance
rhodolite,garnet,mineral,material,substance
safranine,dye,coloring material,material,substance
Tyrian purple,dye,coloring material,material,substance
vat dye,dye,coloring material,material,substance
woad,dye,coloring material,material,substance
reductase,enzyme,catalyst,activator,substance
retinene,pigment,coloring material,material,substance
salmon oil,animal oil,animal material,material,substance
caulk,sealant,sealing material,material,substance
gunpowder,explosive,chemical,material,substance
smokeless powder,explosive,chemical,material,substance
sapphire,corundom,mineral,material,substance
sardine oil,animal oil,animal material,material,substance
sawdust,wood,plant material,material,substance
scale wax,wax,lipid,macromolecule,molecule
schorl,tourmaline,mineral,material,substance
notepad,pad,paper,material,substance
seal oil,animal oil,animal material,material,substance
secretase,enzyme,catalyst,activator,substance
globulin,simple protein,protein,macromolecule,molecule
gamma globulin,plasma protein,protein,macromolecule,molecule
coagulation factor,plasma protein,protein,macromolecule,molecule
porphyrin,pigment,coloring material,material,substance
heme,pigment,coloring material,material,substance
globin,simple protein,protein,macromolecule,molecule
glutelin,simple protein,protein,macromolecule,molecule
histone,simple protein,protein,macromolecule,molecule
prolamine,simple protein,protein,macromolecule,molecule
protamine,simple protein,protein,macromolecule,molecule
scleroprotein,simple protein,protein,macromolecule,molecule
hemosiderin,pigment,coloring material,material,substance
autoantibody,antibody,protein,macromolecule,molecule
precipitin,antibody,protein,macromolecule,molecule
ABO antibodies,antibody,protein,macromolecule,molecule
Rh antibody,antibody,protein,macromolecule,molecule
antitoxin,antibody,protein,macromolecule,molecule
agglutinin,antibody,protein,macromolecule,molecule
heterophil antibody,antibody,protein,macromolecule,molecule
isoantibody,antibody,protein,macromolecule,molecule
monoclonal antibody,antibody,protein,macromolecule,molecule
opsonin,antibody,protein,macromolecule,molecule
immunoglobulin,antibody,protein,macromolecule,molecule
kokoi venom,venom,animal toxin,toxin,poison
snake venom,venom,animal toxin,toxin,poison
scabicide,pesticide,chemical,material,substance
shale oil,oil,lipid,macromolecule,molecule
shark oil,animal oil,animal material,material,substance
sheep dip,pesticide,chemical,material,substance
silvex,herbicide,chemical,material,substance
simazine,herbicide,chemical,material,substance
ski wax,wax,lipid,macromolecule,molecule
snuff,char,carbon,chemical element,substance
soapstone,talc,mineral,material,substance
spelter,zinc,metallic element,chemical element,substance
sperm oil,animal oil,animal material,material,substance
staphylococcal enterotoxin,enterotoxin,cytotoxin,toxin,poison
spinel ruby,spinel,mineral,material,substance
Ceylonite,spinel,mineral,material,substance
hiddenite,spodumene,mineral,material,substance
spray,pesticide,chemical,material,substance
starch,polysaccharide,carbohydrate,macromolecule,molecule
steam,vapor,suspension,mixture,substance
water vapor,vapor,suspension,mixture,substance
water softener,softener,chemical,material,substance
stearic acid,saturated fatty acid,fatty acid,carboxylic acid,acid
render,stucco,plaster,mixture,substance
stiffener,filler,sealing material,material,substance
streptodornase,enzyme,catalyst,activator,substance
streptokinase,enzyme,catalyst,activator,substance
tallow,animal oil,animal material,material,substance
sucrose,plant product,plant material,material,substance
structural iron,iron,metallic element,chemical element,substance
structural steel,steel,alloy,mixture,substance
superoxide dismutase,enzyme,catalyst,activator,substance
swinging chad,chad,paper,material,substance
French chalk,talc,mineral,material,substance
rensselaerite,talc,mineral,material,substance
tallow oil,animal oil,animal material,material,substance
telomerase,enzyme,catalyst,activator,substance
tetrasaccharide,oligosaccharide,carbohydrate,macromolecule,molecule
tetryl,explosive,chemical,material,substance
calcium ion,calcium,metallic element,chemical element,substance
transferase,enzyme,catalyst,activator,substance
tri-chad,chad,paper,material,substance
trisaccharide,oligosaccharide,carbohydrate,macromolecule,molecule
trypsin,enzyme,catalyst,activator,substance
typewriter paper,writing paper,paper,material,substance
ultramarine,pigment,coloring material,material,substance
umber,earth color,mineral,material,substance
urease,enzyme,catalyst,activator,substance
uranium ore,ore,mineral,material,substance
linseed oil,oil,lipid,macromolecule,molecule
tung oil,oil,lipid,macromolecule,molecule
chaulmoogra oil,oil,lipid,macromolecule,molecule
vellum,writing paper,paper,material,substance
photopigment,pigment,coloring material,material,substance
vitamin A,fat-soluble vitamin,vitamin,nutriment,food
B-complex vitamin,water-soluble vitamin,vitamin,nutriment,food
vitamin D,fat-soluble vitamin,vitamin,nutriment,food
vitamin K,fat-soluble vitamin,vitamin,nutriment,food
vitamin P,water-soluble vitamin,vitamin,nutriment,food
beeswax,animal product,animal material,material,substance
cerumen,wax,lipid,macromolecule,molecule
paraffin,wax,lipid,macromolecule,molecule
spermaceti,wax,lipid,macromolecule,molecule
vegetable wax,wax,lipid,macromolecule,molecule
shellac wax,wax,lipid,macromolecule,molecule
cadmium yellow,pigment,coloring material,material,substance
verdigris,pigment,coloring material,material,substance
whale oil,animal oil,animal material,material,substance
whey,serum,liquid body substance,body substance,substance
white lead,pigment,coloring material,material,substance
wicker,wood,plant material,material,substance
dyewood,wood,plant material,material,substance
hardwood,wood,plant material,material,substance
softwood,wood,plant material,material,substance
raw wood,wood,plant material,material,substance
lemongrass,oil,lipid,macromolecule,molecule
wool oil,animal oil,animal material,material,substance
chabazite,zeolite,mineral,material,substance
heulandite,zeolite,mineral,material,substance
natrolite,zeolite,mineral,material,substance
phillipsite,zeolite,mineral,material,substance
zinc white,pigment,coloring material,material,substance
zinnwaldite,mica,mineral,material,substance
zymase,enzyme,catalyst,activator,substance
extended time scale,time scale,duration,time period,fundamental quantity
fast time scale,time scale,duration,time period,fundamental quantity
rest day,day of the week,calendar day,time period,fundamental quantity
vacation,leisure,time off,time period,fundamental quantity
playtime,leisure,time off,time period,fundamental quantity
furlough,leave,time off,time period,fundamental quantity
compassionate leave,leave,time off,time period,fundamental quantity
sabbatical,leave,time off,time period,fundamental quantity
shore leave,leave,time off,time period,fundamental quantity
sick leave,leave,time off,time period,fundamental quantity
terminal leave,leave,time off,time period,fundamental quantity
girlhood,childhood,time of life,time period,fundamental quantity
boyhood,childhood,time of life,time period,fundamental quantity
dotage,old age,time of life,time period,fundamental quantity
weekday,day of the week,calendar day,time period,fundamental quantity
